word,list_count
incidence,3
incident,3
incidental,4
incidentally,1
incinerate,4
incipience,1
incipient,8
incisive,5
incisor,1
incite,4
incitement,1
inclement,6
incline,2
inclined,4
inclusive,3
incoercible,1
incogitant,1
incognito,2
incoherence,1
incoherent,3
incombustible,1
incommodious,2
incomparable,1
incompatible,3
incompetence,1
incompetent,1
incomplete,1
incomprehensible,1
incompressible,1
inconceivable,1
inconclusive,1
incongruent,1
incongruity,4
incongruous,6
inconsequential,7
inconsiderable,1
inconsistency,2
inconsistent,1
inconstancy,1
inconstant,1
incontinent,2
incontrovertible,8
inconvenient,1
incorporate,3
incorporeal,2
incorrigible,8
incredulity,2
incredulous,5
increment,2
incriminate,3
incrustation,2
incubate,2
incubation,1
incubator,1
incubus,2
inculcate,5
inculpate,1
incumbent,5
incur,2
incursion,3
indebted,1
indecision,2
indecisive,2
indecorous,3
indefatigable,6
indefensible,1
indefinitely,1
indelible,4
indemnify,3
indemnity,1
indentation,2
indenture,2
indescribable,1
indestructible,1
indeterminate,3
index,1
indicant,1
indication,1
indicative,2
indicator,1
indices,1
indict,6
indictment,1
indifference,2
indifferent,5
indigence,5
indigenous,7
indigent,6
indigestible,1
indigestion,1
indignant,5
indignation,3
indignity,3
indiscernible,1
indiscreet,1
indiscriminate,4
indispensable,3
indisputable,2
indissoluble,2
indistinct,1
indite,3
indivertible,1
indivisible,1
indoctrinate,3
indolence,2
indolent,10
indomitable,4
indubitable,2
indubitably,1
induce,2
inducement,1
induct,3
inductive,2
indulge,2
indulgence,1
indulgent,4
indurate,1
industrious,5
industriousness,1
inebriate,3
inebriated,2
inebriety,1
inedible,1
ineffable,7
ineffectual,2
inefficiency,1
inefficient,1
ineligible,1
ineluctable,6
inept,5
inequity,4
inerlocutor,1
inerrancy,3
inert,7
inertia,1
inestimable,3
inevitability,1
inevitable,4
inexcusable,1
inexhaustible,1
inexorable,7
inexorableinexorablearmy,1
inexpedient,1
inexpensive,1
inexperience,1
inexplicable,1
inexpressible,1
inextensible,1
inextricable,2
infallible,5
infamous,3
infamy,2
infantile,2
infatuate,1
infelicitous,4
infer,3
inference,2
infernal,3
inferno,1
infest,4
infidel,3
infidelity,1
infiltrate,3
infinite,2
infinitesimal,2
infinity,1
infirm,2
infirmary,1
infirmity,3
inflame,1
inflammable,3
inflammation,1
inflammatory,1
inflated,2
inflexible,1
influence,1
influential,1
influx,4
inform,2
infraction,2
infrequence,1
infrequent,1
infringe,3
infuriate,1
infuse,2
infusion,1
ingenious,5
ingenue,3
ingenuity,5
ingenuous,10
ingest,1
inglorious,1
ingraft,1
ingrained,6
ingrate,5
ingratiate,8
ingratiating,1
ingratitude,1
ingredient,1
inherence,1
inherent,8
inhibit,4
inhibited,2
inhospitable,1
inhuman,1
inhume,1
inimical,11
inimitable,6
iniquitous,3
iniquity,4
initiate,4
inject,1
injunction,1
injurious,2
inkling,6
inland,1
inlet,1
inmost,1
innate,3
innocuous,12
innovate,1
innovation,3
innuendo,3
innumerable,1
inoffensive,1
inopportune,4
inordinate,3
inquest,1
inquire,1
inquisition,1
inquisitive,6
inquisitor,3
inroad,3
insalubrious,2
insatiable,3
inscribe,1
inscrutable,9
insecure,1
insensate,3
insensible,5
insensitive,1
insentient,2
inseparable,1
insidious,6
insight,2
insightful,2
insignificance,1
insignificant,1
insinuate,6
insipid,12
insist,1
insistence,1
insistent,1
insolence,4
insolent,6
insolvency,1
insolvent,4
insomnia,3
insomuch,1
insouciance,2
insouciant,3
inspector,1
inspire,1
instance,2
instant,1
instantaneous,1
instate,1
instigate,4
instigator,1
instill,2
institute,4
institution,2
institutionalize,2
instructive,1
instrumentalist,1
insubordinate,1
insubordination,2
insubstantial,2
insufferable,2
insufficiency,1
insufficient,1
insular,8
insularity,3
insulate,2
insuperable,3
insuppressible,1
insurgence,1
insurgent,5
insurmountable,2
insurrection,5
intangible,4
integral,3
integrate,2
integrity,4
integument,1
intellect,3
intellectual,1
intelligence,1
intelligentsia,2
intelligible,3
intemperance,2
intemperate,1
intend,1
intensify,1
intension,1
intensive,2
intention,1
inter,5
interact,1
intercede,1
intercept,1
intercession,1
intercessor,2
interchangeable,1
interdict,5
interim,4
interjection,2
interlock,1
interlocutor,1
interlocutory,1
interloper,2
interlude,1
intermediary,3
intermediate,1
interment,1
interminable,5
intermission,1
intermit,1
intermittent,7
internecine,4
interplay,1
interpolate,3
interpolation,1
interpose,1
interposition,1
interpreter,1
interregnum,5
interrogate,4
interrogative,1
interrogatory,1
interrupt,1
intersect,1
interstice,2
intertwined,1
intervale,1
intervene,3
intestacy,1
intestate,1
intestine,1
intimacy,1
intimate,9
intimation,2
intimidate,4
intimidation,1
intolerable,1
intolerance,1
intolerant,3
intoxicant,2
intoxicate,3
intracellular,1
intractable,6
intramural,1
intransigence,2
intransigent,9
intrepid,11
intricacy,1
intricate,1
intrigue,6
intrinsic,6
introductory,1
introgression,1
intromit,1
introspect,1
introspection,2
introspective,2
introversion,1
introvert,3
intrude,3
intrusion,1
intuition,3
intuitive,1
inundate,11
inundation,1
inure,6
inured,4
invalid,3
invalidate,3
invaluable,1
invariable,1
invasion,1
invasive,1
invective,9
inveigh,4
inveigle,6
inventive,1
inventory,1
inverse,3
inversion,1
invert,3
investigator,1
investiture,2
investor,1
inveterate,8
invidious,10
invigorate,3
invincible,4
inviolable,5
inviolate,3
invocation,3
invoke,5
involuntary,1
involution,1
involve,1
involved,2
invulnerable,4
inwardly,1
iota,3
irascible,12
irate,4
ire,2
iridescence,2
iridescent,3
irk,4
irksome,5
ironclad,2
ironic,2
ironical,1
irony,4
irradiance,1
irradiate,1
irradicable,1
irrational,1
irreconcilable,2
irreducible,2
irrefragable,1
irrefrangible,1
irrefutable,4
irrelevant,3
irreligious,1
irremediable,2
irreparable,3
irrepressible,3
irreproachable,2
irresistible,1
irresolute,9
irresponsible,1
irretrievable,2
irreverence,3
irreverent,3
irreverential,1
irreversible,1
irrevocable,4
irrigant,1
irrigate,2
irritable,1
irritancy,1
irritant,1
irritate,2
irruption,1
isle,1
islet,1
isobar,1
isochronous,1
isolate,1
isothermal,1
isotope,2
issue,2
isthmus,3
iterate,1
itinerant,9
itinerary,6
itinerate,2
jab,2
jabber,3
jaded,3
jape,1
jargon,7
jarring,1
jaundice,6
jaundiced,2
jaunt,2
jaunty,3
jejune,4
jeopardize,4
jeopardy,2
jeremiad,1
jest,3
jet,1
jetsam,2
jettison,6
jibe,4
jingo,1
jingoism,5
jingoist,5
jitter,1
jocose,3
jocular,8
jocund,5
jog,1
joggle,1
jollity,2
jolt,1
jostle,2
jot,1
journalize,1
joust,1
jovial,6
jubilant,3
jubilation,3
jucture,1
judgment,1
judicature,1
judicial,1
judiciary,3
judicious,7
jug,2
juggernaut,5
juggle,1
jugglery,1
jugular,1
juicy,1
jumble,2
junction,1
juncture,4
junket,3
junta,5
juridical,3
jurisdiction,3
jurisprudence,3
juror,1
justification,1
justify,1
juvenile,1
juxtapose,7
kaleidoscope,2
kangaroo,1
karat,1
keen,3
keepsake,1
ken,3
kerchief,1
kernel,3
kidnap,1
killjoy,2
kiln,1
kiloliter,1
kilometer,1
kilowatt,1
kimono,1
kind-hearted,1
kindle,6
kindred,3
kinetic,4
kingling,1
kingship,1
kiosk,1
kismet,2
kith,1
kleptomaniac,2
knack,4
knave,3
knavery,2
knead,4
kneel,2
knell,4
knickknack,1
knight,1
knighthood,1
knit,3
knoll,3
knot,1
knotty,3
kowtow,2
kudos,4
label,1
labile,3
labor,1
labored,1
laborious,5
labyrinth,4
lace,2
lacerate,5
laceration,2
lachrymose,7
lackadaisical,3
lackey,1
lackluster,5
laconic,10
lactation,1
lacteal,1
lactic,1
laddie,1
ladle,1
lag,2
laggard,4
lagniappe,1
lagoon,2
laity,2
lambast,2
lambaste,2
lambent,1
lament,7
lamentable,1
laminate,2
lampoon,8
lance,2
lancet,3
landfill,1
landholder,1
landlord,1
landmark,2
landscape,1
languid,10
languish,6
languor,4
lank,3
lap,2
lapidary,2
lapse,2
larceny,3
larder,4
largess,6
largesse,3
lariat,1
lascivious,5
lash,1
lassie,1
lassitude,6
latch,2
latency,1
latent,8
later,1
lateral,3
lathe,1
latish,1
latitude,5
lattice,1
laud,5
laudable,7
laudation,1
laudatory,3
laundress,1
laureate,1
lave,2
lavish,6
lawgiver,1
lawmaker,1
lax,5
laxative,1
layman,2
layperson,1
lea,1
leaflet,1
league,1
leash,2
leave-taking,2
leaven,4
lecherous,1
lechery,2
lectern,2
leer,1
leery,6
leeward,1
leeway,2
left-handed,1
legacy,4
legalize,1
legato,2
legend,3
legerdemain,4
legging,1
legible,1
legion,1
legionary,1
legislate,1
legislative,1
legislator,1
legislature,2
legitimacy,1
legitimate,1
leisure,1
leniency,3
lenient,2
leonine,3
lesion,1
lethal,3
lethargic,9
lethargy,1
levee,5
level,1
levelheaded,1
lever,1
leviathan,1
levitate,2
levity,9
levy,4
lewd,3
lexicographer,4
lexicography,2
lexicon,3
liability,4
liable,1
liaison,2
libel,3
libelous,1
liberal,2
liberalism,1
liberalist,1
liberate,2
libertine,7
libidinous,2
libido,2
libretto,4
license,2
licentious,6
licit,1
liege,1
lien,4
lieu,2
lifelike,1
lifelong,1
lifetime,1
ligament,1
ligature,1
light-hearted,1
ligneous,3
likelihood,1
likely,1
liken,1
likewise,1
liking,1
lilliputian,2
limber,3
limbo,2
limerick,1
limitation,1
limn,2
limousine,1
limp,3
limpid,8
lineage,2
lineament,2
lineaments,1
linear,1
linen,1
liner,1
linger,3
lingo,1
lingua,1
lingual,1
linguist,1
linguistic,2
linguistics,1
liniment,1
linoleum,1
lint,1
lionize,6
liquefacient,1
liquefy,1
liqueur,1
liquidate,3
liquor,1
lissome,4
list,3
listless,5
litany,4
literacy,1
literal,1
literature,1
lithe,4
lithesome,1
lithograph,1
lithotype,1
litigant,1
litigate,1
litigation,3
litigious,1
litotes,2
litter,2
littoral,1
liturgy,1
livelihood,2
livid,4
loam,1
loath,7
loathe,5
locative,1
loch,1
locomotion,1
locomotive,1
lode,5
lodgment,1
loft,2
lofty,4
log,3
logic,1
logical,2
logician,1
loiter,2
loiterer,1
loll,3
loneliness,1
longevity,3
lookout,2
loom,2
loot,1
lope,2
lopsided,3
loquacious,10
lordling,1
lot,2
lottery,3
lough,1
lounge,2
louse,1
lout,3
loutish,1
lovable,1
low,2
low-spirited,1
lowly,1
lubricate,3
lubricity,1
lucent,1
lucid,12
lucrative,4
lucre,2
lucubration,1
ludicrous,3
lug,1
lugubrious,8
lull,5
lullaby,1
lumber,4
lumen,3
luminary,5
luminescence,1
luminescent,1
luminosity,1
luminous,7
lunacy,1
lunar,3
lunatic,3
lune,1
lurch,1
lurid,4
lurk,3
luscious,3
lush,3
lust,2
luster,2
lustrous,4
luxuriance,1
luxuriant,4
luxuriate,3
luxury,1
lying,1
lyre,1
lyric,2
macabre,6
macadamize,1
mace,2
macerate,3
machiavellian,2
machinate,2
machination,3
machinations,2
machinery,1
machinist,1
macrocosm,1
maculate,2
maculated,1
madden,1
madonna,1
madrigal,3
maelstrom,5
magician,1
magisterial,7
magistracy,1
magistrate,2
magnanimity,4
magnanimous,7
magnate,6
magnet,1
magnetize,1
magnificence,1
magnificent,2
magniloquent,2
magnitude,3
maharaja,1
maidenhood,1
maim,2
maintain,3
maintenance,1
maize,1
majority,1
makeshift,5
makeup,1
maladroit,6
malady,5
malaise,4
malapropism,4
malapropos,2
malaria,1
malcontent,5
malediction,5
malefactor,3
maleficent,2
maleficient,1
malevolence,1
malevolent,9
malfeasance,5
malice,2
malicious,3
malign,6
malignant,3
malinger,3
malingerer,5
mall,1
malleable,13
mallet,1
malodor,1
malodorous,5
maltreat,1
mammal,2
mammoth,2
man-eater,1
man-trap,1
manacle,3
mandate,3
mandatory,4
mane,1
maneuver,3
mange,2
mangle,3
mangy,3
mania,2
maniac,1
maniacal,2
manifest,7
manifestation,3
manifesto,3
manifold,2
manipulate,3
manlike,1
manliness,1
mannered,5
mannerism,3
manoeuver,1
manor,1
mantel,1
mantle,3
manufacturer,1
manumission,1
manumit,5
manuscript,1
mar,5
maraud,3
marauder,1
margin,2
marginal,3
marginalize,1
marine,1
marital,2
maritime,3
marked,2
maroon,3
marred,2
marrow,2
marsh,1
marshal,2
marsupial,3
martial,8
martian,1
martinet,7
martyr,2
martyrdom,1
marvel,2
marvelous,1
mash,3
masochist,2
mason,2
masquerade,3
mass,2
massive,1
masterpiece,1
mastery,2
masticate,4
mat,2
material,1
materialism,2
materialize,1
maternal,3
matinee,3
matriarch,3
matricide,2
matriculate,3
matrimony,3
matrix,3
mattress,1
maudlin,8
maul,3
maunder,3
mausoleum,3
mauve,2
maven,1
maverick,10
mawkish,7
maxim,7
mayhem,2
maze,1
mead,1
meager,4
mealy-mouthed,1
mealymouthed,2
mean,1
meander,7
measly,1
measured,1
mechanics,1
medallion,1
meddle,1
meddlesome,3
media,1
medial,1
mediate,5
medicine,1
medieval,1
mediocre,4
meditation,3
medium,2
medley,4
meek,3
meet,1
megalomania,2
melancholy,4
melange,2
melee,4
meliorate,1
meliorism,1
mellifluous,6
melodious,1
melodrama,2
melody,1
membrane,2
memento,3
memoir,2
memorable,1
memorial,2
memorialize,2
menace,4
menagerie,3
mendacious,6
mendacity,6
mendicant,8
menial,2
mentality,1
mentor,4
mercantile,3
mercenary,4
merciful,1
merciless,1
mercurial,10
meretricious,5
merger,2
meringue,1
merit,3
merited,1
meritocracy,1
meritorious,1
mesa,1
mesh,1
mesmerism,1
mesmerize,5
metal,1
metallurgical,2
metallurgy,1
metamorphose,2
metamorphosis,4
metaphor,3
metaphorical,1
metaphorm,1
metaphysical,4
metaphysician,1
metaphysics,2
mete,3
metempsychosis,1
meteoric,5
meteorology,1
meter,2
methodical,3
meticulous,11
metonymy,1
metric,1
metrical,3
metronome,1
metropolis,3
metropolitan,1
mettle,5
mettlesome,4
mews,1
miasma,2
microcosm,4
micrometer,1
microphone,1
microscope,1
microscopic,1
microscopy,1
midsummer,1
midwife,1
mien,3
miff,1
migrant,3
migrate,1
migratory,4
mileage,1
milieu,3
militant,3
militarism,1
militate,5
militia,3
milk,2
millennium,2
millet,1
mime,3
mimic,2
mimicry,3
minaret,2
minatory,3
mince,1
mincing,3
mingle,3
miniature,3
minimize,2
minion,4
miniscule,1
ministration,1
ministry,1
minority,1
mint,1
minuscule,3
minute,6
minutia,3
minutiae,1
mirage,4
mire,3
mired,1
mirth,5
misadventure,3
misanthrope,11
misanthropic,2
misanthropy,1
misapprehend,1
misapprehension,2
misappropriate,1
misattribute,2
misbehave,2
misbehavior,1
miscegenation,1
miscellaneous,2
miscellany,2
mischance,2
mischief,2
mischievous,2
misconduct,2
misconstrue,6
miscount,1
miscreant,9
misdeed,1
misdemeanor,4
miser,5
miserly,5
misfortune,1
misgiving,2
misgivings,1
mishap,4
misinterpret,1
mislay,1
mismanage,1
misnomer,5
misogamy,3
misogynist,4
misogyny,1
misplace,1
misrepresent,2
misrule,1
missal,1
missile,3
missive,5
mistrust,1
mite,5
miter,1
mitigate,12
mnemonic,2
mnemonics,2
moat,1
mobile,2
mobility,1
mobocracy,1
moccasin,1
mock,2
mockery,2
mode,3
moderate,1
moderation,1
moderator,1
modernity,1
modernize,1
modest,4
modicum,7
modification,1
modify,1
modish,5
modulate,3
modulation,1
mogul,2
moiety,1
molar,1
molding,1
molecule,2
mollify,11
mollycoddle,3
molt,6
molten,2
moment,2
momentary,2
momentous,4
momentum,4
monarchy,3
monastery,1
monastic,4
monetary,4
mongrel,4
monition,1
monitory,1
monochromatic,3
monochrome,2
monocle,1
monocracy,1
monogamy,1
monogram,3
monograph,3
monolith,1
monolithic,2
monologue,2
monomania,1
monopoly,1
monosyllable,1
monotheism,2
monotone,1
monotonous,4
monotony,5
montage,1
monumental,2
moodiness,2
moonbeam,1
moor,1
moot,4
moral,1
morale,1
moralist,1
morality,1
moralize,1
morass,1
moratorium,5
morbid,5
mordacious,1
mordant,8
moreover,1
mores,4
morganatic,1
morgue,2
moribund,7
morose,11
morph,2
morphology,1
mortar,3
mortician,2
mortify,3
mosaic,3
mosque,1
mote,3
moth-eaten,1
motif,2
motile,1
motility,2
motivate,1
motley,4
mottle,1
mottled,2
motto,4
mountaineer,1
mountainous,1
mountebank,3
mournful,1
mouthful,1
movement,1
muddle,3
muddy,1
muffle,1
muffler,1
muggy,2
mugwump,1
mulatto,1
mulct,4
muleteer,1
mulish,1
multifaceted,1
multifarious,4
multiform,3
multilingual,2
multiplicity,3
multitude,1
mumble,1
mundane,12
municipal,1
municipality,1
munificence,1
munificent,11
mural,3
murkiness,1
murky,3
murmur,3
murrain,1
muse,3
musket,1
musky,2
muster,4
musty,2
mutability,1
mutable,1
mutablility,1
mutate,1
mutation,1
mute,2
muted,3
mutilate,3
mutinous,2
mutiny,2
mutter,3
myopic,8
myriad,7
mystic,3
mystification,1
myth,1
mythology,1
nadir,8
naive,3
naivete,2
naivety,1
nameless,1
naphtha,1
narcissism,1
narcissist,3
narcissus,1
narrate,1
narration,1
narrative,2
narrator,1
narrow-minded,1
nasal,1
nascent,7
natal,3
natation,2
nationality,1
natty,4
naturally,1
nausea,2
nauseate,3
nauseous,3
nautical,4
naval,1
nave,1
navel,1
navigable,3
navigate,1
naysaying,1
naïve,2
neap,1
nebula,3
nebulous,4
necessary,1
necessitate,1
necessity,1
necrology,2
necromancer,1
necromancy,2
necropolis,1
necrosis,1
nectar,2
nectarine,1
needlework,1
needy,2
nefarious,5
negate,5
negation,3
neglect,1
neglectful,1
negligee,1
negligence,4
negligent,3
negligible,5
negotiable,1
negotiate,1
nemesis,3
neo-darwinsim,1
neo-latin,1
neocracy,1
neolithic,1
neologism,5
neology,1
neopaganism,1
neophyte,8
nepotism,3
nerve,1
nestle,1
nestling,1
net,1
nether,2
nettle,6
nettlesome,4
network,1
neural,1
neurology,1
neuter,1
neutral,1
neutralize,2
nevertheless,2
newtonian,1
nexus,4
nib,2
nibble,1
nicety,4
niggardly,3
niggle,2
nihilism,1
nihilist,4
nil,1
nimble,4
nip,2
nirvana,2
nit,1
nitpick,1
noble,1
nocturnal,4
noiseless,1
noisome,8
noisy,1
nomad,2
nomadic,2
nomenclature,2
nomic,1
nominal,9
nominate,1
nomination,1
nominee,1
non sequitur,1
non-combatant,1
non-existent,1
non-resident,1
nonchalance,3
nonchalant,4
noncommittal,2
nondescript,4
nonentity,5
nonpareil,1
nonplus,4
nonplused,1
nonplussed,4
nonsense,3
nontrivial,1
noose,2
norm,1
normalcy,1
norman,1
normative,1
nosegay,1
nostalgia,2
nostrum,4
notable,2
notation,1
notch,3
noticeable,1
notion,1
notoriety,4
notorious,2
notwithstanding,1
nourish,2
nourishment,2
nova,2
novel,4
novellette,1
novelty,2
novice,3
nowadays,1
nowhere,1
noxious,6
nuance,10
nubile,2
nucleate,1
nucleus,1
nude,1
nudge,1
nugatory,4
nuisance,1
nullify,3
numeration,1
numerical,1
numinous,1
numismatic,1
numismatist,2
nunnery,1
nuptial,3
nurse,2
nurture,4
nutrient,2
nutriment,1
nutrition,2
nutritious,2
nutritive,1
oaf,2
oaken,1
oakum,1
oasis,1
oath,3
oatmeal,2
obdurate,12
obedient,1
obeisance,4
obelisk,3
obese,3
obesity,1
obfuscate,5
obituary,4
objective,5
objector,1
objurgate,3
objurgation,1
oblation,1
obligate,1
obligatory,4
obliging,3
oblique,9
obliquity,1
obliterate,4
oblivion,3
oblivious,4
obloquy,4
obnoxious,2
obscure,8
obsequies,1
obsequious,12
obsequy,1
observance,1
observant,1
observatory,2
obsess,1
obsession,1
obsessive,2
obsidian,2
obsolescence,1
obsolescent,1
obsolete,5
obstetrician,3
obstetrics,1
obstinacy,1
obstinate,10
obstreperous,8
obstruct,2
obstruction,1
obstructionist,1
obtain,3
obtrude,4
obtrusive,2
obtuse,8
obvert,1
obviate,11
occasion,1
occident,3
occlude,8
occult,6
occupant,1
occurrence,1
octagon,1
octave,1
octavo,1
octogenarian,1
ocular,1
oculist,3
oddity,1
odds,2
ode,2
odious,6
odium,5
odoriferous,3
odorous,3
odyssey,2
off,1
off-key,1
offal,1
offbeat,1
offensive,2
offertory,1
offhand,4
officiate,1
officious,10
offish,1
offset,2
offshoot,1
ogle,2
ogre,1
ointment,1
olfaction,1
olfactory,4
oligarchy,2
olive-branch,1
ominous,8
omission,1
omnipotence,1
omnipotent,3
omnipresent,3
omniscience,2
omniscient,5
omnivorous,3
onerous,10
onomatopoeia,2
onrush,1
onset,2
onslaught,3
onus,3
ooze,2
opalescence,1
opalescent,2
opaque,11
operate,1
operative,1
operator,1
operetta,1
opiate,2
opine,3
opinion,1
opponent,1
opportune,4
opportunism,1
opportunist,3
opportunity,1
opposite,1
oppress,1
opprobrious,2
opprobrium,8
optic,1
optician,3
optics,1
optimal,1
optimism,1
optimist,2
optimum,3
option,1
optional,2
optometrist,2
optometry,1
opulence,5
opulent,2
opus,2
oracle,1
oracular,2
oral,1
orate,1
oration,3
orator,3
oratorio,4
oratory,1
ordain,3
ordeal,3
ordinal,1
ordinance,2
ordination,3
ordnance,1
orgies,1
orgy,2
orient,3
orientation,2
orifice,2
origin,1
original,2
originate,1
orison,1
ornate,7
ornery,2
ornithologist,2
ornithology,2
orotund,3
orthodox,6
orthodoxy,1
orthogonal,1
orthography,2
orthopedic,1
oscillate,5
oscillation,1
osculate,1
osseous,2
ossify,9
ostensible,4
ostensive,1
ostentation,1
ostentatious,10
ostracism,2
ostracize,6
ought,1
oust,5
out-and-out,1
out-of-the-way,1
outbreak,1
outburst,1
outcast,3
outcry,1
outdo,1
outfit,3
outgoing,3
outlandish,5
outlast,1
outlaw,3
outlive,1
outlook,2
outmaneuver,1
outmoded,2
outpost,1
outrage,3
outrageous,1
outreach,1
outride,1
outrigger,1
outright,1
outset,1
outskirt,1
outskirts,3
outspoken,2
outstretch,1
outstrip,6
outweigh,1
outwit,3
ovation,2
overbearing,4
overblown,2
overdo,1
overdose,1
overeat,1
overhang,1
overlap,1
overleap,1
overlord,1
overpass,1
overpay,1
overpower,1
overproduction,1
overreach,1
overrun,1
oversee,3
overseer,1
overshadow,3
overstride,1
overt,5
overthrow,3
overtone,1
overture,4
overturn,2
overweening,5
overweight,1
overwhelm,2
overwrought,4
ovoid,1
oxymoron,1
pachyderm,3
pacifist,3
pacify,7
pack,1
packet,1
pact,1
padding,1
paddock,1
padre,2
paean,4
pagan,1
pageant,1
painstaking,5
palatable,6
palate,3
palatial,7
palaver,3
paleontology,3
palette,4
palimpsest,4
palinode,1
pall,5
pallet,2
palliate,7
palliation,1
pallid,7
palm,1
palmy,1
palpable,5
palpitate,3
palsy,1
palter,1
paltry,3
paly,1
pamphlet,1
pamphleteer,1
pan,2
pan-american,1
panacea,7
panache,8
pancreas,1
pandemic,4
pandemonium,4
pander,2
panegyric,8
panel,2
pang,2
panic,1
panoply,4
panorama,2
panoramic,3
pantheism,1
pantheon,1
pantomime,3
pantoscope,1
pantry,1
papacy,1
papyrus,3
parable,5
paradigm,5
paradigmatic,1
paradise,1
paradox,7
paradoxical,3
paragon,10
parallel,3
parallelism,3
paralysis,1
paralyze,1
parameter,2
paramount,4
paramour,3
paranoia,3
paranoiac,1
parapet,1
paraphernalia,4
paraphrase,4
parasite,3
parch,1
parched,2
parchment,2
pare,4
paregoric,1
parentage,1
parenthesis,1
parenthetical,1
pariah,8
parish,3
parisian,1
parity,5
parlance,4
parley,5
parliament,1
parlor,1
parlous,1
parochial,6
parody,6
paronymous,1
paroxysm,4
parquet,2
parquetry,1
parricide,2
parrot,1
parry,6
parse,2
parsimonious,7
parsimony,3
partial,7
partiality,3
partible,1
participant,1
participate,1
particularize,1
partisan,10
partition,4
parturition,1
parvenu,4
pass off,1
pass\'e,1
pass_off,1
passage,1
passe,2
passible,1
passive,3
paste,2
pastiche,6
pastoral,6
pastry,2
patent,9
paternal,1
paternity,1
pathetic,2
pathogenic,1
pathological,5
pathology,1
pathos,3
patina,3
patois,2
patriarch,4
patrician,5
patricide,1
patrimony,3
patriot,1
patriotism,1
patronize,8
patronizing,1
patronymic,1
patter,1
paucity,10
paunchy,1
pauper,3
pauperism,1
pavilion,1
payee,1
peaceable,1
peaceful,1
pebble,1
peccable,1
peccadillo,7
peccant,1
peck,1
pectoral,1
peculate,1
peculation,1
peculiar,1
pecuniary,5
pedagogical,1
pedagogics,1
pedagogue,5
pedagogy,3
pedal,1
pedant,4
pedantic,11
peddle,4
peddler,1
pedestal,4
pedestrian,9
pediatrician,2
pediatrics,2
pedigree,3
pediment,1
peep,1
peer,3
peerage,1
peerless,3
peeve,1
peevish,5
pejorative,7
pelf,2
pell-mell,2
pellucid,9
pen,3
penalty,2
penance,3
penchant,10
pendant,3
pendent,1
pending,2
pendulous,4
pendulum,1
penetrable,1
penetrate,3
penetration,1
peninsular,1
penitence,1
penitent,5
penitential,1
pennant,1
pennate,1
penology,2
pension,1
pensive,4
pentad,1
pentagon,1
pentagram,1
pentahedron,1
pentameter,1
pentathlon,1
pentavalent,1
penultimate,2
penumbra,3
penurious,6
penury,7
peon,3
per se,1
perambulate,2
perceive,2
perceptible,2
perception,1
perceptive,2
percipience,1
percipient,3
percolate,1
percolator,1
percussion,3
perdition,2
peregrinate,2
peregrination,2
peremptory,7
perennial,9
perfectible,1
perfervid,1
perfidious,6
perfidy,7
perforate,4
perforce,1
perform,1
perfumery,1
perfunctory,11
perhaps,1
perigee,3
perilous,1
perimeter,3
periodical,1
periodicity,1
peripatetic,8
peripheral,7
periphery,2
perish,2
peristyle,1
perjure,1
perjury,5
perk,1
permanence,2
permanent,1
permeable,3
permeate,6
permissible,1
permissive,2
permutation,1
pernicious,9
peroration,4
perpendicular,1
perpetrate,4
perpetrator,1
perpetual,4
perpetuate,6
perquisite,5
perquisiteperquisiteright,1
persecute,1
persecution,1
perseverance,3
persevere,4
persiflage,3
persist,4
persistence,2
personable,4
personage,1
personal,1
personality,1
personify,2
personnel,1
perspective,1
perspicacious,8
perspicacity,2
perspicuity,3
perspicuous,4
perspiration,1
perspire,1
persuadable,1
persuade,1
pert,3
pertain,1
pertinacious,6
pertinacity,1
pertinent,8
perturb,6
perturbation,2
perusal,2
peruse,8
pervade,4
pervasion,1
pervasive,9
perverse,3
perversion,3
perversity,2
pervert,3
pervious,2
pessimism,3
pesticide,1
pestilence,1
pestilent,2
pestilential,3
pestle,3
peter,1
petition,1
petrify,4
petrograph,1
pettifog,1
petty,3
petulance,1
petulant,9
phalanx,4
phantasmagorical,2
pharisaical,2
pharisee,2
pharmacopoeia,1
pharmacy,1
phenomena,2
phenomenal,2
phenomenon,2
phial,1
philander,2
philanderer,2
philanthropic,2
philanthropist,4
philanthropy,2
philatelist,3
philately,1
philharmonic,1
philistine,8
philogynist,1
philologist,1
philology,4
philosophical,1
philosophize,1
philosophy,1
phlegmatic,12
phobia,2
phoenix,1
phonetic,1
phonic,1
phonogram,1
phonology,1
phony,1
phosphorescence,1
photoelectric,1
photometer,1
photometry,1
phylum,2
physicist,1
physics,1
physiocracy,1
physiognomy,3
physiography,1
physiological,2
physiology,1
physique,1
picaresque,1
picayune,4
piccolo,1
piddling,1
piebald,3
piece,1
piecemeal,3
pied,2
piety,3
pigment,3
pilfer,4
pillage,4
pillar,1
pillory,6
pilot,1
pincers,1
pinch,2
pinchers,1
pine,6
pinion,3
pinnace,2
pinnacle,6
pinpoint,1
pioneer,1
pious,8
piquant,6
pique,5
pirate,2
piscatorial,2
pitch,1
piteous,1
pitfall,2
pith,6
pithy,9
pitiable,1
pitiful,1
pitiless,2
pittance,6
pivotal,2
pixel,1
placate,12
placebo,4
placid,8
plagiarism,2
plagiarize,3
plaintive,3
plait,2
plane,1
plangent,2
planisphere,1
plantation,1
plaster,2
plastic,3
plasticity,5
